Value,en,bs,sr,hr,Disaggregation combinations using this value,Number of indicators
SH_AAP_ASMORT,Age-standardized mortality rate attributed to ambient air pollution,SH_AAP_ASMORT,SH_AAP_ASMORT,SH_AAP_ASMORT,1,1
SH_AAP_MORT,Crude death rate attributed to ambient air pollution,SH_AAP_MORT,SH_AAP_MORT,SH_AAP_MORT,1,1
SH_ACS_DTP3,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3),SH_ACS_DTP3,SH_ACS_DTP3,SH_ACS_DTP3,1,1
SH_ACS_MCV2,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),SH_ACS_MCV2,SH_ACS_MCV2,SH_ACS_MCV2,1,1
SH_ACS_UNHC,Universal health coverage (UHC) service coverage index,SH_ACS_UNHC,SH_ACS_UNHC,SH_ACS_UNHC,1,1
SH_ALC_CONSPT,Alcohol consumption per capita (aged 15 years and older) within a calendar year,SH_ALC_CONSPT,SH_ALC_CONSPT,SH_ALC_CONSPT,3,1
SH_BLD_ECOLI,"Percentage of bloodstream infection due to Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested",SH_BLD_ECOLI,SH_BLD_ECOLI,SH_BLD_ECOLI,1,1
SH_BLD_MRSA,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested,SH_BLD_MRSA,SH_BLD_MRSA,SH_BLD_MRSA,1,1
SH_DTH_NCD,Deaths attributed non-communicable diseases (number),SH_DTH_NCD,SH_DTH_NCD,SH_DTH_NCD,12,1
SH_DTH_NCOM,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",SH_DTH_NCOM,SH_DTH_NCOM,SH_DTH_NCOM,3,1
SH_DYN_IMRT,Infant mortality rate,SH_DYN_IMRT,SH_DYN_IMRT,SH_DYN_IMRT,3,1
SH_DYN_IMRTN,Infant deaths (number),SH_DYN_IMRTN,SH_DYN_IMRTN,SH_DYN_IMRTN,3,1
SH_DYN_MORT,Under-five mortality rate,SH_DYN_MORT,SH_DYN_MORT,SH_DYN_MORT,3,1
SH_DYN_MORTN,Under-five deaths (number),SH_DYN_MORTN,SH_DYN_MORTN,SH_DYN_MORTN,3,1
SH_DYN_NMRT,Neonatal mortality rate,SH_DYN_NMRT,SH_DYN_NMRT,SH_DYN_NMRT,1,1
SH_DYN_NMRTN,Neonatal deaths (number),SH_DYN_NMRTN,SH_DYN_NMRTN,SH_DYN_NMRTN,1,1
SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,SH_FPL_MTMM,SH_FPL_MTMM,SH_FPL_MTMM,1,1
SH_H2O_SAFE,Proportion of population using safely managed drinking water services,SH_H2O_SAFE,SH_H2O_SAFE,SH_H2O_SAFE,1,1
SH_HAP_ASMORT,Age-standardized mortality rate attributed to household air pollution,SH_HAP_ASMORT,SH_HAP_ASMORT,SH_HAP_ASMORT,1,1
SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg),SH_HAP_HBSAG,SH_HAP_HBSAG,SH_HAP_HBSAG,1,1
SH_HAP_MORT,Crude death rate attributed to household air pollution,SH_HAP_MORT,SH_HAP_MORT,SH_HAP_MORT,1,1
SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population",SH_HIV_INCD,SH_HIV_INCD,SH_HIV_INCD,9,1
SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity",SH_IHR_CAPS,SH_IHR_CAPS,SH_IHR_CAPS,26,1
SH_MED_DEN,Health workder density,SH_MED_DEN,SH_MED_DEN,SH_MED_DEN,4,1
SH_MED_HWRKDIS,"Health worker distribution, by sex and type of occupation",SH_MED_HWRKDIS,SH_MED_HWRKDIS,SH_MED_HWRKDIS,4,1
SH_PRV_SMOK,Age-standardized prevalence of current tobacco use among persons aged 15 years and older,SH_PRV_SMOK,SH_PRV_SMOK,SH_PRV_SMOK,3,1
SH_SAN_DEFECT,Proportion of population practicing open defecation,SH_SAN_DEFECT,SH_SAN_DEFECT,SH_SAN_DEFECT,3,1
SH_SAN_HNDWSH,Proportion of population with basic handwashing facilities on premises,SH_SAN_HNDWSH,SH_SAN_HNDWSH,SH_SAN_HNDWSH,3,1
SH_SAN_SAFE,Proportion of population using safely managed sanitation services,SH_SAN_SAFE,SH_SAN_SAFE,SH_SAN_SAFE,2,1
SH_STA_AIRP,Crude death rate attributed to household and ambient air pollution,SH_STA_AIRP,SH_STA_AIRP,SH_STA_AIRP,1,1
SH_STA_ASAIRP,Age-standardized mortality rate attributed to household and ambient air pollution,SH_STA_ASAIRP,SH_STA_ASAIRP,SH_STA_ASAIRP,1,1
SH_STA_BRTC,Proportion of births attended by skilled health personnel,SH_STA_BRTC,SH_STA_BRTC,SH_STA_BRTC,1,1
SH_STA_MORT,Maternal mortality ratio,SH_STA_MORT,SH_STA_MORT,SH_STA_MORT,1,1
SH_STA_POISN,Mortality rate attributed to unintentional poisonings,SH_STA_POISN,SH_STA_POISN,SH_STA_POISN,3,1
SH_STA_SCIDE,Suicide mortality rate,SH_STA_SCIDE,SH_STA_SCIDE,SH_STA_SCIDE,3,1
SH_STA_SCIDEN,Number of deaths attributed to suicide,SH_STA_SCIDEN,SH_STA_SCIDEN,SH_STA_SCIDEN,3,1
SH_STA_STNT,Proportion of children moderately or severely stunted,SH_STA_STNT,SH_STA_STNT,SH_STA_STNT,1,1
SH_STA_STNTN,Children moderately or severely stunted (number),SH_STA_STNTN,SH_STA_STNTN,SH_STA_STNTN,1,1
SH_STA_TRAF,Death rate due to road traffic injuries,SH_STA_TRAF,SH_STA_TRAF,SH_STA_TRAF,1,1
SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",SH_STA_WASH,SH_STA_WASH,SH_STA_WASH,1,1
SH_STA_WAST,Proportion of children moderately or severely wasted,SH_STA_WAST,SH_STA_WAST,SH_STA_WAST,1,1
SH_STA_WASTN,Children moderately or severely wasted (number),SH_STA_WASTN,SH_STA_WASTN,SH_STA_WASTN,1,1
SH_SUD_ALCOL,"Alcohol use disorders, 12-month prevalence (%)",SH_SUD_ALCOL,SH_SUD_ALCOL,SH_SUD_ALCOL,3,1
SH_TBS_INCD,Tuberculosis incidence,SH_TBS_INCD,SH_TBS_INCD,SH_TBS_INCD,1,1
SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases,SH_TRP_INTVN,SH_TRP_INTVN,SH_TRP_INTVN,1,1
SH_XPD_EARN10,Proportion of population with large household expenditures on health (greater than 10%) as a share of total household expenditure or income,SH_XPD_EARN10,SH_XPD_EARN10,SH_XPD_EARN10,1,1
SH_XPD_EARN25,Proportion of population with large household expenditures on health (greater than 25%) as a share of total household expenditure or income,SH_XPD_EARN25,SH_XPD_EARN25,SH_XPD_EARN25,1,1
SI_COV_LMKT,Proportion of population covered by labour market programs,SI_COV_LMKT,SI_COV_LMKT,SI_COV_LMKT,1,1
SI_COV_PENSN,Proportion of population above statutory pensionable age receiving a pension,SI_COV_PENSN,SI_COV_PENSN,SI_COV_PENSN,1,1
SI_COV_SOCAST,Proportion of population covered by social assistance programs,SI_COV_SOCAST,SI_COV_SOCAST,SI_COV_SOCAST,1,1
SI_COV_SOCINS,Proportion of population covered by social insurance programs,SI_COV_SOCINS,SI_COV_SOCINS,SI_COV_SOCINS,1,1
SI_COV_UEMP,Proportion of unemployed persons receiving unemployment cash benefit,SI_COV_UEMP,SI_COV_UEMP,SI_COV_UEMP,1,1
SI_POV_50MI,Proportion of people living below 50 percent of median income,SI_POV_50MI,SI_POV_50MI,SI_POV_50MI,1,1
SI_POV_DAY1,Proportion of population below international poverty line,SI_POV_DAY1,SI_POV_DAY1,SI_POV_DAY1,1,1
SI_POV_EMP1,Employed population below international poverty line,SI_POV_EMP1,SI_POV_EMP1,SI_POV_EMP1,9,1
SI_POV_NAHC,Proportion of population living below the national poverty line,SI_POV_NAHC,SI_POV_NAHC,SI_POV_NAHC,1,1
SI_RMT_COST,Remittance costs as a proportion of the amount remitted,SI_RMT_COST,SI_RMT_COST,SI_RMT_COST,1,1
SL_CPA_YEMP,"Existence of a developed and operationalized national strategy for youth employment, as a distinct strategy or as part of a national employment strategy",SL_CPA_YEMP,SL_CPA_YEMP,SL_CPA_YEMP,1,1
SL_EMP_GTOTL,Labour share of GDP,SL_EMP_GTOTL,SL_EMP_GTOTL,SL_EMP_GTOTL,1,1
SL_EMP_PCAP,Annual growth rate of real GDP per employed person,SL_EMP_PCAP,SL_EMP_PCAP,SL_EMP_PCAP,1,1
SL_ISV_IFEM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates)",SL_ISV_IFEM,SL_ISV_IFEM,SL_ISV_IFEM,9,1
SL_LBR_NTLCPL,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation,SL_LBR_NTLCPL,SL_LBR_NTLCPL,SL_LBR_NTLCPL,1,1
SL_TLF_MANF,Manufacturing employment as a proportion of total employment,SL_TLF_MANF,SL_TLF_MANF,SL_TLF_MANF,1,1
SL_TLF_NEET,"Proportion of youth not in education, employment or training",SL_TLF_NEET,SL_TLF_NEET,SL_TLF_NEET,3,1
SL_TLF_UEM,Unemployment rate,SL_TLF_UEM,SL_TLF_UEM,SL_TLF_UEM,9,1
SM_DTH_MIGR,Total deaths and disappearances recorded during migration,SM_DTH_MIGR,SM_DTH_MIGR,SM_DTH_MIGR,1,1
SM_POP_REFG_OR,"Proportion of the population who are refugees, by country of origin",SM_POP_REFG_OR,SM_POP_REFG_OR,SM_POP_REFG_OR,1,1
SN_ITK_DEFC,Prevalence of undernourishment,SN_ITK_DEFC,SN_ITK_DEFC,SN_ITK_DEFC,1,1
SN_ITK_DEFCN,Number of undernourish people,SN_ITK_DEFCN,SN_ITK_DEFCN,SN_ITK_DEFCN,1,1
SN_STA_OVWGT,Proportion of children moderately or severely overweight,SN_STA_OVWGT,SN_STA_OVWGT,SN_STA_OVWGT,1,1
SN_STA_OVWGTN,Children moderately or severely overweight (number),SN_STA_OVWGTN,SN_STA_OVWGTN,SN_STA_OVWGTN,1,1
SP_ACS_BSRVH2O,Proportion of population using basic drinking water services,SP_ACS_BSRVH2O,SP_ACS_BSRVH2O,SP_ACS_BSRVH2O,3,1
SP_ACS_BSRVSAN,Proportion of population using basic sanitation services,SP_ACS_BSRVSAN,SP_ACS_BSRVSAN,SP_ACS_BSRVSAN,3,1
SP_DYN_ADKL,"Adolescent birth rate (per 1,000 women aged 15-19 years)",SP_DYN_ADKL,SP_DYN_ADKL,SP_DYN_ADKL,1,1
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15,SP_DYN_MRBF15,SP_DYN_MRBF15,SP_DYN_MRBF15,1,1
SP_DYN_MRBF18,Proportion of women aged 20-24 years who were married or in a union before age 18,SP_DYN_MRBF18,SP_DYN_MRBF18,SP_DYN_MRBF18,1,1
ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),ST_EEV_ACCSEEA,ST_EEV_ACCSEEA,ST_EEV_ACCSEEA,1,1
ST_EEV_ACCTSA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables),ST_EEV_ACCTSA,ST_EEV_ACCTSA,ST_EEV_ACCTSA,1,1
ST_EEV_STDACCT,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Total number of tables),ST_EEV_STDACCT,ST_EEV_STDACCT,ST_EEV_STDACCT,1,1
TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status",TM_TAX_WMFN,TM_TAX_WMFN,TM_TAX_WMFN,7,1
TM_TAX_WMPS,"Worldwide weighted tariff-average, preferential status",TM_TAX_WMPS,TM_TAX_WMPS,TM_TAX_WMPS,7,1
TM_TRF_ZERO,Proportion of tariff lines applied to imports with zero-tariff,TM_TRF_ZERO,TM_TRF_ZERO,TM_TRF_ZERO,7,1
VC_DSR_OBDN,Number of disruptions to other basic services attributed to disasters,VC_DSR_OBDN,VC_DSR_OBDN,VC_DSR_OBDN,1,1
VC_HTF_DETV,Detected victims of human trafficking (number),VC_HTF_DETV,VC_HTF_DETV,VC_HTF_DETV,1,1
VC_HTF_DETVFL,"Detected victims of human trafficking for forced labour, servitude and slavery (number)",VC_HTF_DETVFL,VC_HTF_DETVFL,VC_HTF_DETVFL,6,1
VC_HTF_DETVOG,Detected victims of human trafficking for removal of organ (number),VC_HTF_DETVOG,VC_HTF_DETVOG,VC_HTF_DETVOG,6,1
VC_HTF_DETVOP,Detected victims of human trafficking for other purposes (number),VC_HTF_DETVOP,VC_HTF_DETVOP,VC_HTF_DETVOP,7,1
VC_HTF_DETVSX,Detected victims of human trafficking for sexual exploitaton (number),VC_HTF_DETVSX,VC_HTF_DETVSX,VC_HTF_DETVSX,6,1
VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population",VC_IHR_PSRC,VC_IHR_PSRC,VC_IHR_PSRC,2,1
VC_IHR_PSRCN,Number of victims of intentional homicide,VC_IHR_PSRCN,VC_IHR_PSRCN,VC_IHR_PSRCN,2,1
VC_PRS_UNSNT,Unsentenced detainees as a proportion of overall prison population,VC_PRS_UNSNT,VC_PRS_UNSNT,VC_PRS_UNSNT,1,1
VC_VAW_PHYPYV,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month,VC_VAW_PHYPYV,VC_VAW_PHYPYV,VC_VAW_PHYPYV,1,1
